Address A,Address B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
172.68.110.153,167.235.145.223,6,427,2,132,4,295,7.356289,29.564504,35,79
172.68.110.154,167.235.145.223,202,2316144,102,8287,100,2307857,81.888118,0.083665,792398,220675981
172.68.110.163,167.235.145.223,238,4350906,107,9398,131,4341508,78.172044,0.386245,194653,89922365
172.68.110.165,167.235.145.223,290,4643751,150,12359,140,4631392,4.995572,57.417596,1721,645292
172.68.110.166,167.235.145.223,250,4490198,113,9606,137,4480592,6.122587,60.34357,1273,594010
172.68.110.170,167.235.145.223,6,427,2,132,4,295,0.897205,29.503748,35,79
172.68.110.172,167.235.145.223,243,2779915,129,10069,114,2769846,25.842035,30.165046,2670,734584
172.68.110.174,167.235.145.223,6,427,2,132,4,295,12.416433,29.99749,35,78
172.68.110.176,167.235.145.223,398,9549753,188,16552,210,9533201,18.918933,59.783598,2214,1275694
172.68.110.183,167.235.145.223,274,4877601,131,10982,143,4866619,66.165391,0.353635,248436,110093604
172.68.110.185,167.235.145.223,253,4478618,116,10115,137,4468503,11.885345,70.23249,1152,508995
172.68.110.187,167.235.145.223,539,14501278,248,21886,291,14479392,12.124862,60.375339,2899,1918583
172.68.110.190,167.235.145.223,187,2355041,113,35732,74,2319309,0.05072,79.361716,3601,233796
172.68.110.191,167.235.145.223,171,2352862,98,34482,73,2318380,0.373313,78.902403,3496,235063
172.68.110.192,167.235.145.223,7,493,3,198,4,295,24.494543,29.95728,52,78
172.68.130.132,167.235.145.223,825,9472862,340,26249,485,9446613,1.642298,73.503357,2856,1028155
172.68.130.135,167.235.145.223,590,13022476,184,28529,406,12993947,1.446264,78.065207,2923,1331599
172.68.130.136,167.235.145.223,526,14480972,226,29579,300,14451393,2.88792,78.278253,3022,1476925
172.68.130.139,167.235.145.223,731,9195442,372,28361,359,9167081,61.633621,7.449826,30455,9844075
172.68.130.141,167.235.145.223,425,9308768,146,12794,279,9295974,7.691913,49.411951,2071,1505056
172.68.130.145,167.235.145.223,258,9526760,109,10352,149,9516408,25.707131,37.594621,2202,2025057
172.68.138.37,167.235.145.223,6,427,2,132,4,295,25.780532,29.729024,35,79
172.68.138.65,167.235.145.223,6,427,2,132,4,295,19.712165,29.794137,35,79
172.68.138.117,167.235.145.223,319,2432142,148,11108,171,2421034,55.414147,0.332032,267636,58332546
172.68.138.191,167.235.145.223,6,427,2,132,4,295,7.634868,29.828195,35,79
172.68.139.62,167.235.145.223,323,2685513,162,12032,161,2673481,73.365063,0.279677,344168,76473388
172.68.171.146,167.235.145.223,159,3670268,86,18515,73,3651753,0.199806,78.078066,1897,374164
172.68.171.147,167.235.145.223,399,11300695,213,27915,186,11272780,5.010046,72.710832,3071,1240286
172.68.171.149,167.235.145.223,631,23701292,261,28561,370,23672731,0.852357,79.374022,2878,2385942
172.68.171.151,167.235.145.223,322,12105332,132,13963,190,12091369,0.294923,82.336002,1356,1174831
172.68.171.152,167.235.145.223,707,19317550,362,68244,345,19249306,1.112518,81.27637,6717,1894701
172.68.171.154,167.235.145.223,364,10991544,190,16836,174,10974708,24.325141,54.097948,2489,1622938
172.69.43.142,167.235.145.223,6,427,2,132,4,295,18.345293,29.873003,35,79
172.69.43.146,167.235.145.223,318,4597362,140,11649,178,4585713,49.203641,18.048225,5163,2032648
172.69.43.153,167.235.145.223,7,493,3,198,4,295,24.536972,29.96157,52,78
172.69.43.154,167.235.145.223,530,8254643,240,19934,290,8234709,31.520543,28.026905,5689,2350515
172.69.43.182,167.235.145.223,314,2498821,198,75962,116,2422859,0.866742,80.362951,7561,241191
172.69.43.183,167.235.145.223,374,4869074,220,78100,154,4790974,0.998667,82.095588,7610,466867
172.69.43.186,167.235.145.223,251,2525678,118,10045,133,2515633,17.594846,60.902188,1319,330448
172.69.43.190,167.235.145.223,285,2782658,130,10106,155,2772552,25.53516,30.37349,2661,730255
172.69.43.196,167.235.145.223,6,427,2,132,4,295,7.559962,29.981231,35,78
172.69.43.216,167.235.145.223,267,2073345,127,9908,140,2063437,19.529604,60.09597,1318,274685
172.69.43.222,167.235.145.223,427,7314866,204,16618,223,7298248,65.177777,5.199428,25568,11229309
172.69.43.224,167.235.145.223,296,2310291,143,10968,153,2299323,73.233594,0.244584,358747,75207634
172.69.43.233,167.235.145.223,254,2905490,117,9979,137,2895511,71.632474,0.925915,86219,25017510
172.69.43.241,167.235.145.223,513,9071014,265,22082,248,9048932,34.610355,44.041997,4011,1643691
172.69.43.242,167.235.145.223,513,320276,342,161778,171,158498,0.138163,82.128116,15758,15439
172.69.43.246,167.235.145.223,272,3254826,132,11943,140,3242883,59.621613,18.108222,5276,1432667
172.69.65.110,167.235.145.223,903,2528133,446,30924,457,2497209,11.876068,60.560592,4085,329879
172.69.65.114,167.235.145.223,7,493,3,198,4,295,7.405144,29.023969,54,81
172.69.65.133,167.235.145.223,804,2407092,380,26568,424,2380524,17.804629,60.53318,3511,314607
172.69.65.170,167.235.145.223,882,2490533,440,30528,442,2460005,65.890322,1.501945,162605,13103036
172.69.65.216,167.235.145.223,827,2465818,400,27888,427,2437930,53.818778,1.493151,149418,13061934
172.69.65.226,167.235.145.223,7,493,3,198,4,295,19.35983,29.026395,54,81
172.69.65.239,167.235.145.223,761,2163148,348,24456,413,2138692,35.879734,31.470139,6216,543675
172.69.67.4,167.235.145.223,776,2221377,366,25644,410,2195733,77.825885,1.442263,142243,12179376
172.69.67.47,167.235.145.223,821,2203262,412,28680,409,2174582,59.812274,1.478826,155150,11763828
172.69.67.53,167.235.145.223,6,427,2,132,4,295,1.292312,29.047491,36,81
172.69.67.94,167.235.145.223,797,2081155,383,26766,414,2054389,41.880717,31.496248,6798,521811
172.69.67.96,167.235.145.223,859,2721037,399,27822,460,2693215,71.845432,1.496718,148709,14395310
172.69.67.119,167.235.145.223,845,2533298,423,29406,422,2503892,29.832631,31.562125,7453,634657
172.69.67.134,167.235.145.223,799,2340439,382,26700,417,2313739,23.845917,31.631065,6752,585181
172.69.67.160,167.235.145.223,7,493,3,198,4,295,13.257737,29.074578,54,81
172.69.67.167,167.235.145.223,39,24391,26,12350,13,12041,5.510284,72.145327,1369,1335
172.69.67.172,167.235.145.223,7,493,3,198,4,295,25.29002,29.035769,54,81
172.69.67.183,167.235.145.223,864,2646051,425,29538,439,2616513,47.800908,31.541688,7491,663632
172.69.70.32,167.235.145.223,6,427,2,132,4,295,11.436543,29.267768,36,80
172.69.70.42,167.235.145.223,6,427,2,132,4,295,17.444489,29.315152,36,80
172.69.70.58,167.235.145.223,672,2072850,307,21695,365,2051155,41.16657,31.293721,5546,524362
172.69.70.78,167.235.145.223,772,2519432,371,25919,401,2493513,11.084186,60.463429,3429,329920
172.69.70.92,167.235.145.223,748,2481634,365,25523,383,2456111,68.222919,1.25635,162521,15639660
172.69.70.93,167.235.145.223,82,1191102,41,3488,41,1187614,4.319189,60.117435,464,158039
172.69.70.104,167.235.145.223,747,2460483,351,24599,396,2435884,53.150942,1.256878,156572,15504346
172.69.70.108,167.235.145.223,789,2529546,387,26975,402,2502571,29.189968,31.313889,6891,639351
172.69.70.111,167.235.145.223,207,2410685,93,6920,114,2403765,6.820153,60.11935,920,319865
172.69.70.138,167.235.145.223,6,427,2,132,4,295,5.335963,29.320281,36,80
172.69.70.181,167.235.145.223,775,2640122,389,27107,386,2613015,47.10994,31.31866,6924,667465
172.69.70.197,167.235.145.223,724,2287250,354,24797,370,2262453,8.992925,60.463585,3280,299347
172.69.70.205,167.235.145.223,794,2716723,388,27041,406,2689682,23.520519,51.840073,4172,415073
172.69.70.223,167.235.145.223,703,2334048,316,22289,387,2311759,23.080877,31.260565,5704,591610
172.69.71.10,167.235.145.223,681,2097568,308,21761,373,2075807,7.53856,60.461987,2879,274659
172.69.71.42,167.235.145.223,45,27321,30,13425,15,13896,3.994483,76.02243,1412,1462
172.69.71.44,167.235.145.223,723,2196739,355,24863,368,2171876,59.11479,1.296649,153398,13399931
172.69.71.71,167.235.145.223,748,2484701,356,24929,392,2459772,5.21549,60.466029,3298,325441
172.69.71.128,167.235.145.223,873,4335455,433,30793,440,4304662,35.134746,45.39279,5426,758651
172.69.71.161,167.235.145.223,716,2401229,330,23213,386,2378016,17.103419,60.464821,3071,314631
172.69.79.143,167.235.145.223,42,25023,28,12054,14,12969,2.274562,78.113089,1234,1328
172.69.79.174,167.235.145.223,328,2191721,144,10904,184,2180817,80.052099,0.430766,202504,40501190
172.69.79.175,167.235.145.223,330,2191852,143,10837,187,2181015,80.469808,0.41894,206941,41648255
172.69.79.179,167.235.145.223,603,4144975,272,20751,331,4124224,2.017124,60.447925,2746,545821
172.69.79.186,167.235.145.223,6,427,2,132,4,295,27.164488,29.715947,35,79
172.69.79.212,167.235.145.223,7,493,3,198,4,295,8.392371,29.994497,52,78
172.69.79.221,167.235.145.223,315,4313628,143,11586,172,4302042,62.041781,0.376537,246159,91402268
172.69.79.239,167.235.145.223,632,5219588,283,21477,349,5198111,50.035801,30.631448,5609,1357588
172.69.79.243,167.235.145.223,479,9919947,220,18165,259,9901782,26.001153,48.434928,3000,1635477
172.69.150.9,167.235.145.223,197,4316696,88,9111,109,4307585,29.231545,33.491342,2176,1028942
172.69.150.25,167.235.145.223,234,9054685,90,8694,144,9045991,7.977366,66.462009,1046,1088861
172.69.150.28,167.235.145.223,237,149411,158,76225,79,73186,0.775986,80.15146,7608,7304
172.69.150.29,167.235.145.223,240,151836,160,77718,80,74118,0.269196,81.09934,7666,7311
172.69.150.36,167.235.145.223,238,4586026,109,9563,129,4576463,22.986972,30.497755,2508,1200472
172.69.150.37,167.235.145.223,183,2299608,88,7090,95,2292518,23.022978,60.027587,944,305528
172.69.150.51,167.235.145.223,6,427,2,132,4,295,26.708748,29.97566,35,78
172.69.150.52,167.235.145.223,274,6455130,121,11238,153,6443892,58.016814,1.866341,48171,27621498
172.69.150.56,167.235.145.223,113,1303726,53,4950,60,1298776,75.355383,0.051622,767114,201274805
172.69.150.61,167.235.145.223,309,6921503,141,12544,168,6908959,28.752576,30.472993,3293,1813792
172.69.150.64,167.235.145.223,306,190901,204,96335,102,94566,0.220811,81.367444,9471,9297
172.69.150.65,167.235.145.223,303,187415,202,93776,101,93639,0.243362,81.301409,9227,9214
172.69.150.70,167.235.145.223,224,4235232,103,8863,121,4226369,34.22964,31.048318,2283,1088978
172.69.150.71,167.235.145.223,166,2123919,80,6809,86,2117110,34.273476,30.49207,1786,555451
172.69.150.89,167.235.145.223,48,1188874,23,2316,25,1186558,3.183961,60.006309,308,158191
172.69.150.90,167.235.145.223,594,375360,396,191933,198,183427,0.304528,80.871609,18986,18145
172.69.150.115,167.235.145.223,171,3248233,81,8649,90,3239584,59.170594,3.529908,19601,7342024
172.69.150.119,167.235.145.223,6,427,2,132,4,295,17.667186,29.929459,35,78
172.69.150.122,167.235.145.223,528,329199,352,165864,176,163335,0.152022,82.922842,16001,15757
172.69.150.123,167.235.145.223,102,62397,65,29640,37,32757,49.188247,32.679745,7255,8018
172.69.150.125,167.235.145.223,222,4150966,105,9259,117,4141707,55.629304,0.290682,254821,113985922
172.69.150.129,167.235.145.223,6,427,2,132,4,295,29.069032,29.527592,35,79
172.69.150.130,167.235.145.223,201,4344031,92,9375,109,4334656,71.14965,3.569831,21009,9713974
172.69.150.135,167.235.145.223,289,6094610,139,12485,150,6082125,40.984773,30.486489,3276,1596018
172.69.150.143,167.235.145.223,340,7990261,158,15409,182,7974852,61.629556,7.078127,17415,9013516
172.69.150.148,167.235.145.223,419,4790423,246,98391,173,4692032,0.709351,82.248436,9570,456376
172.69.150.149,167.235.145.223,306,190039,204,95444,102,94595,0.787239,81.887277,9324,9241
172.69.150.157,167.235.145.223,6,427,2,132,4,295,13.972799,29.982668,35,78
172.69.150.165,167.235.145.223,6,427,2,132,4,295,29.548989,29.534353,35,79
172.69.150.166,167.235.145.223,71,2460476,27,3447,44,2457029,5.210379,63.47498,434,309668
172.69.150.172,167.235.145.223,257,4491551,119,10190,138,4481361,4.958733,61.409741,1327,583798
172.69.150.173,167.235.145.223,184,2251803,89,7500,95,2244303,5.013228,60.031345,999,299084
172.69.150.174,167.235.145.223,230,4895840,109,11277,121,4884563,77.156789,3.583435,25175,10904761
172.69.150.177,167.235.145.223,45,1158572,19,2055,26,1156517,12.569592,60.007784,273,154182
172.69.150.179,167.235.145.223,119,1258946,55,5082,64,1253864,2.043987,60.025339,677,167111
172.69.150.180,167.235.145.223,123,1322494,60,5412,63,1317082,0.954176,60.027336,721,175530
172.69.150.182,167.235.145.223,435,273848,290,139487,145,134361,0.41277,82.099784,13591,13092
172.69.150.187,167.235.145.223,117,1310006,58,5280,59,1304726,66.553592,0.051077,826986,204354366
172.69.150.194,167.235.145.223,483,12427663,216,19329,267,12408334,10.428578,58.829807,2628,1687353
172.69.150.198,167.235.145.223,7,493,3,198,4,295,6.697996,29.938389,52,78
172.69.150.202,167.235.145.223,436,11633483,207,19597,229,11613886,41.149086,31.554515,4968,2944462
172.69.150.210,167.235.145.223,171,104999,114,52193,57,52806,0.712373,80.307605,5199,5260
172.69.150.211,167.235.145.223,171,106379,114,53576,57,52803,1.911737,79.754775,5374,5296
172.69.150.213,167.235.145.223,6,427,2,132,4,295,26.145508,29.998044,35,78
172.69.150.215,167.235.145.223,6,427,2,132,4,295,2.281891,29.598388,35,79
172.69.150.219,167.235.145.223,235,4754525,103,9127,132,4745398,43.637405,30.360923,2404,1250396
172.69.150.222,167.235.145.223,169,3474136,75,8253,94,3465883,35.158652,33.550955,1967,826416
172.69.150.227,167.235.145.223,471,291151,314,145713,157,145438,0.232117,81.326258,14333,14306
172.69.150.229,167.235.145.223,182,4162035,75,8253,107,4153782,53.154653,3.570294,18492,9307428
172.69.150.234,167.235.145.223,280,7121558,108,10455,172,7111103,53.009956,20.97797,3987,2711836
172.69.150.235,167.235.145.223,234,4711879,101,8613,133,4703266,53.607035,21.732119,3170,1731360
172.69.150.242,167.235.145.223,306,190890,204,96253,102,94637,0.447801,80.298838,9589,9428
172.69.150.243,167.235.145.223,303,188228,202,94592,101,93636,0.688113,79.947465,9465,9369
172.69.150.245,167.235.145.223,162,2664478,76,7332,86,2657146,11.13914,63.544392,923,334524
172.69.150.252,167.235.145.223,114,1324908,51,4818,63,1320090,4.5569,60.030101,642,175923
172.69.150.254,167.235.145.223,113,5524811,25,3328,88,5521483,18.7323,37.441089,711,1179769
172.69.151.16,167.235.145.223,318,195776,212,97439,106,98337,0.204381,79.853145,9761,9851
172.69.151.21,167.235.145.223,199,3522682,97,8731,102,3513951,31.630783,30.383112,2298,925237
172.69.151.31,167.235.145.223,210,129095,140,64184,70,64911,0.550467,82.44609,6227,6298
172.69.151.32,167.235.145.223,207,128034,138,64095,69,63939,1.080937,81.494894,6291,6276
172.69.151.47,167.235.145.223,198,122276,132,61133,66,61143,0.897908,81.760896,5981,5982
172.69.151.48,167.235.145.223,393,241553,262,120197,131,121356,0.582927,81.934151,11735,11849
172.69.151.49,167.235.145.223,234,4230140,114,9853,120,4220287,37.618012,30.28245,2602,1114912
172.69.151.59,167.235.145.223,160,2519738,78,7473,82,2512265,16.392604,64.311549,929,312511
172.69.151.71,167.235.145.223,218,4120595,98,8797,120,4111798,19.630025,60.252491,1168,545942
172.69.151.85,167.235.145.223,6,427,2,132,4,295,20.181365,29.905648,35,78
172.69.151.90,167.235.145.223,378,238803,252,122006,126,116797,0.007855,81.898132,11917,11409
172.69.151.94,167.235.145.223,213,4082692,107,10365,106,4072327,47.165212,33.571916,2469,970412
172.69.151.104,167.235.145.223,35,1272389,11,1527,24,1270862,3.561283,60.008499,203,169424
172.69.151.114,167.235.145.223,333,7308716,156,13505,177,7295211,65.208424,1.46972,73510,39709392
172.69.151.120,167.235.145.223,6,427,2,132,4,295,14.709961,29.966765,35,78
172.69.151.122,167.235.145.223,42,1348166,17,1923,25,1346243,6.564881,60.009669,256,179470
172.69.151.123,167.235.145.223,232,4428884,108,9457,124,4419427,49.630476,30.448304,2484,1161162
172.69.151.125,167.235.145.223,263,4641569,129,10542,134,4631027,1.899699,60.335597,1397,614035
172.69.151.143,167.235.145.223,195,2601856,94,7651,101,2594205,47.058574,30.460505,2009,681329
172.69.151.144,167.235.145.223,271,5190995,126,10831,145,5180164,46.996065,30.714882,2821,1349225
172.69.151.146,167.235.145.223,572,2723485,359,140262,213,2583223,0.848273,81.865045,13706,252437
172.69.151.166,167.235.145.223,6,427,2,132,4,295,20.697209,29.987197,35,78
172.69.151.168,167.235.145.223,279,6518722,123,11375,156,6507347,76.78172,1.899879,47897,27401100
172.69.151.194,167.235.145.223,6,427,2,132,4,295,2.727346,29.957226,35,78
172.69.151.205,167.235.145.223,186,115957,124,58519,62,57438,1.000138,79.636099,5878,5770
172.69.151.206,167.235.145.223,186,115636,124,58195,62,57441,1.356495,79.738186,5838,5762
172.69.151.217,167.235.145.223,12,854,4,264,8,590,23.48956,29.994713,70,157
172.69.151.220,167.235.145.223,304,7071601,132,11660,172,7059941,16.041234,60.161712,1550,938795
172.69.151.226,167.235.145.223,216,3411077,111,9300,105,3401777,82.457838,0.358002,207820,76016938
172.69.151.230,167.235.145.223,104,1282047,46,4488,58,1277559,81.23195,0.051443,697937,198675660
172.69.151.231,167.235.145.223,6,427,2,132,4,295,8.331582,29.551887,35,79
172.69.151.232,167.235.145.223,6,427,2,132,4,295,8.332645,29.578803,35,79
172.69.151.239,167.235.145.223,249,154331,166,77446,83,76885,0.699692,80.833051,7664,7609
172.69.165.12,167.235.145.223,6,427,2,132,4,295,20.936233,29.025151,36,81
172.69.165.21,167.235.145.223,617,1198451,279,19927,338,1178524,37.241795,31.651101,5036,297878
172.69.194.4,167.235.145.223,6,427,2,132,4,295,13.839281,29.715059,35,79
172.69.194.20,167.235.145.223,638,7418574,355,100013,283,7318561,1.20636,80.39885,9951,728225
172.69.194.21,167.235.145.223,199,2496261,115,45830,84,2450431,1.658939,80.702046,4543,242911
172.69.194.23,167.235.145.223,377,7447018,158,13414,219,7433604,28.612577,34.720669,3090,1712778
172.69.194.28,167.235.145.223,497,9891437,230,19175,267,9872262,11.027474,63.555324,2413,1242666
172.69.194.31,167.235.145.223,83,2315218,41,3581,42,2311637,1.515302,60.027568,477,308076
172.69.194.34,167.235.145.223,231,2470066,106,9253,125,2460813,23.609213,30.877235,2397,637573
172.69.194.47,167.235.145.223,236,1944829,111,8952,125,1935877,82.602377,0.246034,291081,62946649
172.69.194.67,167.235.145.223,7,493,3,198,4,295,20.029632,29.921862,52,78
172.69.194.78,167.235.145.223,123,77323,82,39571,41,37752,0.937502,81.303478,3893,3714
172.69.194.79,167.235.145.223,249,158667,166,81930,83,76737,0.125739,82.116001,7981,7475
172.69.194.81,167.235.145.223,416,6763382,195,16217,221,6747165,5.009562,63.587231,2040,848870
172.69.194.96,167.235.145.223,425,3698931,238,68567,187,3630364,1.5218,80.904533,6780,358977
172.69.194.97,167.235.145.223,393,243311,262,121869,131,121442,0.715026,82.379864,11834,11793
172.69.194.100,167.235.145.223,304,3889750,151,13197,153,3876553,65.625481,14.842586,7113,2089421
172.69.194.104,167.235.145.223,225,2325055,102,8989,123,2316066,35.601333,30.976354,2321,598150
172.69.194.116,167.235.145.223,6,427,2,132,4,295,0.528854,29.965586,35,78
172.69.194.124,167.235.145.223,278,2429653,130,10106,148,2419547,7.516724,60.09632,1345,322089
172.69.194.127,167.235.145.223,264,2127376,127,9908,137,2117468,37.526393,30.242306,2620,560134
172.69.194.136,167.235.145.223,135,85481,90,43783,45,41698,1.087113,78.929735,4437,4226
172.69.194.137,167.235.145.223,132,83456,88,42698,44,40758,1.257047,78.588556,4346,4149
172.69.194.144,167.235.145.223,6,427,2,132,4,295,6.536721,29.939014,35,78
172.69.194.154,167.235.145.223,252,154098,168,76206,84,77892,0.419936,81.137731,7513,7679
172.69.194.155,167.235.145.223,249,153255,166,76219,83,77036,0.487553,80.935937,7533,7614
172.69.194.168,167.235.145.223,128,2056128,61,5001,67,2051127,2.304985,60.026827,666,273361
172.69.194.174,167.235.145.223,6,427,2,132,4,295,19.671567,29.641996,35,79
172.69.194.177,167.235.145.223,7,493,3,198,4,295,8.00933,29.604408,53,79
172.69.194.180,167.235.145.223,6,427,2,132,4,295,19.771929,29.853456,35,79
172.69.194.196,167.235.145.223,147,90357,98,44964,49,45393,0.901717,80.740105,4455,4497
172.69.194.197,167.235.145.223,150,92306,100,45989,50,46317,0.387322,82.096491,4481,4513
172.69.194.202,167.235.145.223,6,427,2,132,4,295,14.033169,29.946507,35,78
172.69.194.210,167.235.145.223,270,2136827,129,10040,141,2126787,13.526505,60.092176,1336,283136
172.69.194.214,167.235.145.223,66,42023,44,21641,22,20382,0.409671,79.67307,2172,2046
172.69.194.215,167.235.145.223,66,42136,44,21757,22,20379,0.947141,81.707233,2130,1995
172.69.194.246,167.235.145.223,234,2458232,108,9385,126,2448847,77.657221,0.879589,85358,22272647
172.69.194.248,167.235.145.223,120,74243,80,37187,40,37056,0.840521,79.439489,3744,3731
172.69.194.249,167.235.145.223,120,74170,80,37116,40,37054,0.446063,79.684895,3726,3720
172.69.194.250,167.235.145.223,385,9275297,152,14056,233,9261241,41.625862,40.535041,2774,1827799
172.69.195.9,167.235.145.223,47,1188789,23,2296,24,1186493,0.474728,60.025684,306,158131
172.69.195.13,167.235.145.223,276,169927,184,84708,92,85219,0.251803,79.31441,8544,8595
172.69.195.23,167.235.145.223,262,2389404,121,9512,141,2379892,43.530054,30.391741,2503,626457
172.69.195.43,167.235.145.223,247,2186504,110,8789,137,2177715,77.170275,0.31804,221079,54778392
172.69.195.44,167.235.145.223,277,4353572,109,9622,168,4343950,76.934641,0.684336,112482,50781487
172.69.195.51,167.235.145.223,173,1000396,74,6414,99,993982,42.259336,30.491501,1682,260789
172.69.195.53,167.235.145.223,357,219974,238,109650,119,110324,0.09801,82.463643,10637,10702
172.69.195.54,167.235.145.223,174,107782,116,54028,58,53754,1.414295,80.967671,5338,5311
172.69.195.68,167.235.145.223,6,427,2,132,4,295,25.756362,29.853442,35,79
172.69.195.69,167.235.145.223,379,6877682,162,13678,217,6864004,22.607497,34.883114,3136,1574172
172.69.195.71,167.235.145.223,165,105427,110,54479,55,50948,1.0654,80.456957,5416,5065
172.69.195.72,167.235.145.223,165,105660,110,54710,55,50950,1.119098,81.850209,5347,4979
172.69.195.89,167.235.145.223,281,2321364,136,10506,145,2310858,26.366357,56.205088,1495,328917
172.69.195.131,167.235.145.223,435,267613,290,133225,145,134388,0.990349,80.142979,13298,13414
172.69.195.132,167.235.145.223,21,9944,11,3078,10,6866,79.521121,0.853884,28837,64327
172.69.195.135,167.235.145.223,289,2333922,139,10704,150,2323218,61.248871,0.237799,360102,78157368
172.69.195.151,167.235.145.223,804,10099488,350,27933,454,10071555,55.209003,16.450883,13583,4897757
172.69.195.157,167.235.145.223,7,493,3,198,4,295,12.5045,29.987805,52,78
172.69.195.169,167.235.145.223,6,427,2,132,4,295,18.630703,29.856469,35,79
172.69.195.193,167.235.145.223,114,70005,76,34805,38,35200,1.716638,79.506081,3502,3541
172.69.195.194,167.235.145.223,228,140461,152,70063,76,70398,1.357271,79.24632,7072,7106
172.69.195.224,167.235.145.223,288,2479876,137,11299,151,2468577,5.587899,60.899077,1484,324284
172.69.195.235,167.235.145.223,247,2670030,113,9715,134,2660315,11.598335,60.899546,1276,349469
172.69.195.238,167.235.145.223,222,2043018,93,7439,129,2035579,41.126625,30.241769,1967,538481
172.69.195.239,167.235.145.223,310,4072604,143,11937,167,4060667,41.041694,34.898016,2736,930864
172.69.195.247,167.235.145.223,6,427,2,132,4,295,1.653143,29.918467,35,78
172.69.195.248,167.235.145.223,168,105505,112,53629,56,51876,0.788738,80.723124,5314,5141
172.69.195.249,167.235.145.223,168,106355,112,54407,56,51948,0.50239,80.832571,5384,5141
172.69.222.29,167.235.145.223,180,1371268,87,7030,93,1364238,43.771315,30.162839,1864,361832
172.69.222.30,167.235.145.223,219,3251382,103,10083,116,3241299,59.885321,1.825174,44195,14207079
172.69.222.43,167.235.145.223,6,427,2,132,4,295,24.909133,29.903569,35,78
172.69.222.45,167.235.145.223,6,427,2,132,4,295,7.847358,29.924928,35,78
172.69.222.55,167.235.145.223,471,6468111,222,17883,249,6450228,58.807384,1.155331,123829,44664104
172.69.222.71,167.235.145.223,281,4155055,128,10973,153,4144082,54.219197,3.892293,22553,8517512
172.69.222.74,167.235.145.223,982,4297842,400,28984,582,4268858,12.788924,62.359975,3718,547640
172.69.222.76,167.235.145.223,277,3888022,134,12129,143,3875893,65.861589,5.747415,16882,5394972
172.69.222.77,167.235.145.223,7,493,3,198,4,295,21.845292,29.905211,52,78
172.69.222.91,167.235.145.223,307,4126600,151,12426,156,4114174,19.214902,62.304847,1595,528263
172.69.222.102,167.235.145.223,424,10266177,195,18555,229,10247622,41.865085,13.08601,11343,6264780
172.69.222.105,167.235.145.223,7,493,3,198,4,295,25.720639,29.975456,52,78
172.69.222.106,167.235.145.223,181,1277912,89,7162,92,1270750,37.786844,30.165022,1899,337012
172.69.222.116,167.235.145.223,390,7077372,181,14990,209,7062382,16.397372,61.287658,1956,921866
172.69.222.129,167.235.145.223,339,6553102,155,13501,184,6539601,77.19664,0.864058,125000,60547796
172.69.222.144,167.235.145.223,361,6352405,178,14995,183,6337410,34.953909,30.773969,3898,1647472
172.69.222.149,167.235.145.223,512,12589493,240,23537,272,12565956,28.916754,53.525508,3517,1878125
172.69.222.154,167.235.145.223,234,4084059,106,10281,128,4073778,47.866497,34.339682,2395,949054
172.69.222.163,167.235.145.223,6,427,2,132,4,295,19.768562,29.976681,35,78
172.69.222.164,167.235.145.223,6,427,2,132,4,295,20.873951,29.981562,35,78
172.69.222.166,167.235.145.223,1725,1081542,1150,548968,575,532574,0.21104,82.881532,52988,51405
172.69.222.167,167.235.145.223,1734,1086226,1156,550718,578,535508,0.194013,82.637321,53314,51841
172.69.222.169,167.235.145.223,933,11853647,423,34616,510,11819031,18.026072,53.911895,5136,1753829
172.69.222.172,167.235.145.223,1749,1094541,1166,554006,583,540535,0.241982,82.781468,53539,52237
172.69.222.173,167.235.145.223,1164,728107,776,368449,388,359658,0.235924,82.233239,35844,34989
172.69.222.174,167.235.145.223,383,7248544,178,14739,205,7233805,52.256267,1.498666,78677,38614634
172.69.222.178,167.235.145.223,757,472174,504,237881,253,234293,0.0638,83.040457,22917,22571
172.69.222.179,167.235.145.223,2501,3892373,1634,725188,867,3167185,0.117581,82.841096,70031,305856
172.69.222.181,167.235.145.223,14,986,6,396,8,590,5.935353,29.949975,105,157
172.69.222.182,167.235.145.223,364,6732348,172,14609,192,6717739,4.936939,62.053379,1883,866059
172.69.222.184,167.235.145.223,1251,778715,834,391653,417,387062,0.092561,82.851519,37817,37374
172.69.222.185,167.235.145.223,833,517273,555,259580,278,257693,0.333145,82.761913,25091,24909
172.69.222.204,167.235.145.223,189,1510461,89,7162,100,1503299,25.779662,30.488391,1879,394458
172.69.222.206,167.235.145.223,171,1202167,83,6997,88,1195170,57.708434,0.160321,349149,59638849
172.69.222.236,167.235.145.223,7,493,3,198,4,295,2.194851,29.722651,53,79
172.69.222.243,167.235.145.223,165,1225632,75,6238,90,1219394,49.804522,30.159692,1654,323449
172.69.223.8,167.235.145.223,6,427,2,132,4,295,26.925954,29.983673,35,78
172.69.223.14,167.235.145.223,177,5204974,90,8386,87,5196588,10.220478,59.903025,1119,694000
172.69.223.22,167.235.145.223,513,6114211,252,20275,261,6093936,41.087483,30.348831,5344,1606371
172.69.223.24,167.235.145.223,181,1362543,86,7195,95,1355348,9.765345,60.072797,958,180494
172.69.223.34,167.235.145.223,439,7957495,211,17945,228,7939550,28.948844,30.862688,4651,2058032
