Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
167.235.145.223,443,172.71.102.24,53114,4,295,2371,3,229,1,66,25.979416,0.009622,190397,54874
167.235.145.223,443,172.71.102.46,37514,4,295,2549,3,229,1,66,29.270451,0.009452,193821,55861
167.235.145.223,443,172.71.102.80,18072,4,295,1830,3,229,1,66,17.268495,0.009737,188148,54226
167.235.145.223,443,172.71.102.94,52406,4,295,1394,3,229,1,66,9.931498,0.009509,192659,55526
167.235.145.223,443,172.71.102.131,46524,4,295,2191,3,229,1,66,23.284777,0.00942,194479,56050
167.235.145.223,443,172.71.102.149,11594,4,295,1483,3,229,1,66,11.287453,0.009496,192923,55602
167.235.145.223,443,172.71.102.199,25248,4,295,1056,3,229,1,66,4.986488,0.009879,185443,53446
167.235.145.223,443,172.71.102.211,32132,4,295,2076,3,229,1,66,21.271036,0.009949,184139,53070
167.235.145.223,443,172.71.102.212,42790,4,295,1433,3,229,1,66,10.788474,0.016804,109021,31421
167.235.145.223,443,172.71.102.254,23544,4,295,1960,3,229,1,66,19.607361,0.00956,191631,55230
167.235.145.223,443,172.71.103.53,32964,4,295,806,3,229,1,66,1.935569,0.01031,177691,51212
167.235.145.223,443,172.71.103.84,12926,4,295,1604,3,229,1,66,13.43384,0.00943,194273,55991
167.235.145.223,443,172.71.103.84,12932,5,361,1617,3,229,2,132,13.536745,0.009517,192497,110959
167.235.145.223,443,172.71.103.92,43762,4,295,2461,3,229,1,66,27.935433,0.009461,193637,55808
167.235.145.223,443,172.71.103.123,42500,4,295,2534,3,229,1,66,29.195477,0.009661,189628,54652
167.235.145.223,443,172.71.103.127,39754,4,295,2167,3,229,1,66,23.107465,0.009856,185876,53571
167.235.145.223,443,172.71.103.128,31052,5,361,2147,3,229,2,132,22.927765,0.009542,191993,110668
167.235.145.223,443,172.71.103.162,35678,5,361,1637,3,229,2,132,13.711526,0.010226,179151,103266
167.235.145.223,443,172.71.103.228,11694,4,295,930,3,229,1,66,3.053372,0.00957,191431,55172
167.235.145.223,443,172.71.103.230,24338,4,295,2101,3,229,1,66,21.923387,0.009385,195205,56259
167.235.145.223,443,172.71.114.2,51990,4,295,867,3,229,1,66,2.294423,0.021418,85535,24652
167.235.145.223,443,172.71.114.16,20906,4,295,1238,3,229,1,66,7.411408,0.014817,123641,35634
167.235.145.223,443,172.71.114.31,37570,4,295,1915,3,229,1,66,18.954547,0.021903,83641,24106
167.235.145.223,443,172.71.114.46,11442,4,295,2061,3,229,1,66,20.915412,0.013018,140728,40559
167.235.145.223,443,172.71.114.67,19682,4,295,570,3,229,1,66,1.069459,0.014567,125763,36246
167.235.145.223,443,172.71.114.70,17258,4,295,2298,3,229,1,66,25.186464,0.021409,85571,24662
167.235.145.223,443,172.71.114.71,21864,4,295,2291,3,229,1,66,25.07666,0.012991,141020,40643
167.235.145.223,443,172.71.114.99,63492,4,295,1582,3,229,1,66,13.097533,0.018432,99392,28645
167.235.145.223,443,172.71.114.108,38144,4,295,2544,3,229,1,66,29.251533,0.013735,133381,38441
167.235.145.223,443,172.71.114.108,38156,4,295,2551,3,229,1,66,29.347518,0.013893,131864,38004
167.235.145.223,443,172.71.114.117,44134,4,295,1208,3,229,1,66,6.966434,0.015097,121348,34973
167.235.145.223,443,172.71.114.148,26836,4,295,2392,3,229,1,66,26.310933,0.014364,127541,36758
167.235.145.223,443,172.71.114.157,27846,4,295,1317,3,229,1,66,8.317589,0.013738,133352,38433
167.235.145.223,443,172.71.114.222,12632,5,361,1215,3,229,2,132,7.107532,0.018296,100131,57717
167.235.145.223,443,172.71.115.32,44336,4,295,1565,3,229,1,66,12.691472,0.021515,85149,24541
167.235.145.223,443,172.71.115.63,10044,4,295,1586,3,229,1,66,13.171859,0.01483,123533,35603
167.235.145.223,443,172.71.115.64,54124,4,295,1580,3,229,1,66,13.064367,0.018399,99570,28697
167.235.145.223,443,172.71.122.8,23530,4,295,840,3,229,1,66,2.149412,0.012857,142490,41067
167.235.145.223,443,172.71.122.27,10164,4,295,1538,3,229,1,66,12.212938,0.015147,120948,34858
167.235.145.223,443,172.71.122.82,40218,4,295,1857,3,229,1,66,17.740643,0.015237,120233,34652
167.235.145.223,443,172.71.122.128,24280,4,295,708,3,229,1,66,1.525416,0.015445,118614,34185
167.235.145.223,443,172.71.122.181,49400,4,295,2354,3,229,1,66,25.839407,0.015302,119722,34505
167.235.145.223,443,172.71.122.205,56016,4,295,1491,3,229,1,66,11.398452,0.015393,119015,34301
167.235.145.223,443,172.71.122.246,15284,4,295,528,3,229,1,66,0.981756,0.012986,141075,40659
167.235.145.223,443,172.71.123.5,53784,4,295,1114,3,229,1,66,5.382452,0.013031,140587,40518
167.235.145.223,443,172.71.123.109,22944,5,361,2218,3,229,2,132,23.680592,0.012501,146548,84473
167.235.145.223,443,172.71.123.144,31824,4,295,1883,3,229,1,66,18.206884,0.012194,150237,43299
167.235.145.223,443,172.71.123.158,11404,4,295,1674,3,229,1,66,14.129432,0.01239,147861,42615
167.235.145.223,443,172.71.130.18,40344,4,295,2210,3,229,1,66,23.543642,0.012207,150077,43253
167.235.145.223,443,172.71.130.36,60388,4,295,1560,3,229,1,66,12.635585,0.012257,149465,43077
167.235.145.223,443,172.71.130.41,15030,4,295,2269,3,229,1,66,24.691442,0.012429,147397,42481
167.235.145.223,443,172.71.130.93,52004,4,295,1564,3,229,1,66,12.688003,0.012513,146407,42196
167.235.145.223,443,172.71.130.158,47194,5,361,1903,3,229,2,132,18.714637,0.014835,123491,71183
167.235.145.223,443,172.71.130.169,22544,4,295,1196,3,229,1,66,6.789385,0.014617,125333,36122
167.235.145.223,443,172.71.130.170,25054,5,361,2528,3,229,2,132,29.172518,0.012189,150299,86635
167.235.145.223,443,172.71.130.186,30734,4,295,374,3,229,1,66,0.649458,0.014587,125591,36196
167.235.145.223,443,172.71.131.7,11444,4,295,1572,3,229,1,66,12.862417,0.01465,125051,36040
167.235.145.223,443,172.71.131.38,56062,4,295,1847,3,229,1,66,17.60547,0.012221,149905,43204
167.235.145.223,443,172.71.131.47,59848,4,295,1186,3,229,1,66,6.629368,0.012304,148894,42912
167.235.145.223,443,172.71.131.50,11424,4,295,736,3,229,1,66,1.615444,0.012408,147646,42553
167.235.145.223,443,172.71.131.55,60936,4,295,593,3,229,1,66,1.129391,0.014434,126922,36580
167.235.145.223,443,172.71.131.109,58444,4,295,392,3,229,1,66,0.683605,0.012316,148749,42871
167.235.145.223,443,172.71.131.177,26594,4,295,2467,3,229,1,66,28.094476,0.012499,146571,42243
167.235.145.223,443,172.71.131.187,38718,4,295,807,3,229,1,66,1.937352,0.012398,147765,42587
167.235.145.223,443,172.71.134.48,28696,4,295,2403,3,229,1,66,26.473399,0.011994,152743,44022
167.235.145.223,443,172.71.134.85,21698,5,361,1346,3,229,2,132,8.793742,0.01431,128022,73794
167.235.145.223,443,172.71.134.116,34944,4,295,224,3,229,1,66,0.367415,0.012073,151743,43733
167.235.145.223,443,172.71.134.124,21558,4,295,2037,3,229,1,66,20.561449,0.01213,151030,43528
167.235.145.223,443,172.71.134.142,45984,4,295,1685,3,229,1,66,14.446437,0.011899,153962,44373
167.235.145.223,443,172.71.134.173,38084,4,295,2404,3,229,1,66,26.502464,0.011828,154886,44639
167.235.145.223,443,172.71.134.246,57294,4,295,878,3,229,1,66,2.446368,0.011752,155888,44928
167.235.145.223,443,172.71.135.12,38606,5,361,2252,3,229,2,132,24.432454,0.01207,151781,87489
167.235.145.223,443,172.71.135.39,41200,4,295,1499,3,229,1,66,11.514443,0.012396,147789,42594
167.235.145.223,443,172.71.135.95,10028,4,295,1332,3,229,1,66,8.484464,0.014812,123683,35646
167.235.145.223,443,172.71.135.100,52544,4,295,2030,3,229,1,66,20.460432,0.012194,150237,43299
167.235.145.223,443,172.71.135.114,43060,4,295,897,3,229,1,66,2.614544,0.01437,127487,36743
167.235.145.223,443,172.71.160.23,25368,4,295,1297,3,229,1,66,8.022359,0.013521,135492,39050
167.235.145.223,443,172.71.182.70,50504,4,295,2408,3,229,1,66,26.545379,0.009365,195621,56380
167.235.145.223,443,172.71.182.87,32196,4,295,1574,3,229,1,66,12.873452,0.009758,187743,54109
167.235.145.223,443,172.71.182.93,20882,4,295,1498,3,229,1,66,11.506439,0.009515,192538,55491
167.235.145.223,443,172.71.182.146,61006,4,295,2278,3,229,1,66,24.866097,0.009539,192053,55351
167.235.145.223,443,172.71.182.151,62806,4,295,2184,3,229,1,66,23.215381,0.009499,192862,55584
167.235.145.223,443,172.71.182.156,49722,4,295,2574,3,229,1,66,29.825392,0.009498,192882,55590
167.235.145.223,443,172.71.182.163,22604,4,295,888,3,229,1,66,2.535388,0.009547,191892,55305
167.235.145.223,443,172.71.182.178,20996,4,295,1802,3,229,1,66,16.95547,0.009493,192984,55619
167.235.145.223,443,172.71.182.190,48480,4,295,2052,3,229,1,66,20.737456,0.0095,192842,55578
167.235.145.223,443,172.71.182.197,61596,4,295,1205,3,229,1,66,6.913565,0.009463,193596,55796
167.235.145.223,443,172.71.182.219,11696,4,295,1457,3,229,1,66,10.997617,0.009549,191852,55293
167.235.145.223,443,172.71.182.222,57908,4,295,1073,3,229,1,66,5.07253,0.009561,191611,55224
167.235.145.223,443,172.71.182.254,13120,5,361,1870,3,229,2,132,17.98545,0.009596,190912,110045
167.235.145.223,443,172.71.242.4,57632,4,295,1628,3,229,1,66,13.654388,0.021897,83664,24112
167.235.145.223,443,172.71.242.32,54374,4,295,747,3,229,1,66,1.651366,0.021244,86236,24854
167.235.145.223,443,172.71.242.58,57250,4,295,1965,3,229,1,66,19.643515,0.022326,82056,23649
167.235.145.223,443,172.71.242.126,64594,4,295,1252,3,229,1,66,7.585349,0.020663,88660,25552
167.235.145.223,443,172.71.242.141,38980,4,295,2335,3,229,1,66,25.645596,0.021542,85043,24510
167.235.145.223,443,172.71.246.13,13864,4,295,1373,3,229,1,66,9.418565,0.004124,,
167.235.145.223,443,172.71.246.18,26286,4,295,2084,3,229,1,66,21.431499,0.004235,,
167.235.145.223,443,172.71.246.25,47204,4,295,1722,3,229,1,66,15.381117,0.004026,,
167.235.145.223,443,172.71.246.54,58758,4,295,410,3,229,1,66,0.710475,0.004139,,
167.235.145.223,443,172.71.246.74,45088,4,295,1191,3,229,1,66,6.697419,0.00412,,
167.235.145.223,443,172.71.246.80,48046,4,295,2443,3,229,1,66,27.410661,0.004124,,
167.235.145.223,443,172.71.246.125,30172,4,295,954,3,229,1,66,3.405416,0.004136,,
167.235.145.223,443,172.71.246.134,26344,4,295,1916,3,229,1,66,18.981392,0.004212,,
167.235.145.223,443,172.71.250.58,31482,4,295,1612,3,229,1,66,13.498844,0.00419,,
167.235.145.223,443,172.71.250.80,11748,5,361,1243,3,229,2,132,7.485778,0.004044,,
167.235.145.223,443,172.71.250.91,53754,4,295,1948,3,229,1,66,19.487617,0.004034,,
167.235.145.223,443,172.71.250.93,18938,4,295,2320,3,229,1,66,25.509425,0.004041,,
167.235.145.223,443,172.71.254.50,16348,5,361,1949,3,229,2,132,19.492359,0.129642,14131,8145
167.235.145.223,443,172.71.254.95,19020,5,361,2316,3,229,2,132,25.402449,0.104784,17483,10077
167.235.145.223,443,172.71.254.182,49260,4,295,687,3,229,1,66,1.449527,0.105759,17322,4992
167.235.145.223,443,172.71.254.198,64802,4,295,1611,3,229,1,66,13.495398,0.133052,13769,3968
167.235.145.223,443,188.114.102.11,21394,5,361,816,3,229,2,132,1.987451,0.018272,100262,57793
167.235.145.223,443,188.114.102.12,33934,4,295,1125,3,229,1,66,5.471601,0.018358,99793,28761
167.235.145.223,443,188.114.102.26,41410,5,361,874,3,229,2,132,2.379452,0.021219,86337,49766
167.235.145.223,443,188.114.102.64,14692,5,361,2047,3,229,2,132,20.681585,0.018644,98262,56640
167.235.145.223,443,188.114.102.70,52224,4,295,2399,3,229,1,66,26.389422,0.018652,98220,28307
167.235.145.223,443,188.114.102.79,43414,4,295,1908,3,229,1,66,18.886394,0.021157,86590,24956
167.235.145.223,443,188.114.102.82,12632,4,295,1532,3,229,1,66,12.138492,0.021775,84133,24247
167.235.145.223,443,188.114.102.89,56156,4,295,1844,3,229,1,66,17.542514,0.018471,99182,28585
167.235.145.223,443,188.114.102.104,40174,4,295,2162,3,229,1,66,23.050413,0.0186,98494,28387
167.235.145.223,443,188.114.102.104,40168,4,295,2229,3,229,1,66,23.878469,0.012688,144388,41614
167.235.145.223,443,188.114.102.133,11040,4,295,1697,3,229,1,66,14.670412,0.018577,98616,28422
167.235.145.223,443,188.114.102.144,48940,4,295,974,3,229,1,66,3.665425,0.018448,99306,28620
167.235.145.223,443,188.114.102.152,37656,4,295,363,3,229,1,66,0.620298,0.021155,86598,24958
167.235.145.223,443,188.114.102.162,24882,4,295,1502,3,229,1,66,11.571464,0.018643,98267,28321
167.235.145.223,443,188.114.102.172,18368,4,295,1475,3,229,1,66,11.147297,0.018469,99193,28588
167.235.145.223,443,188.114.102.190,64842,4,295,2234,3,229,1,66,24.128447,0.013184,138956,40048
167.235.145.223,443,188.114.102.224,10336,4,295,1858,3,229,1,66,17.76639,0.012794,143192,41269
167.235.145.223,443,188.114.102.247,26330,395,242493,0,132,122509,263,119984,0,81.882991,11969,11722
167.235.145.223,35238,195.130.73.227,5555,48,5775,960,32,2368,16,3407,3.469362,75.889121,249,359
167.235.145.223,58678,195.130.73.227,5555,24218,96913837,525,6269,423392,17949,96490445,0.970453,80.674116,41985,9568416
167.235.145.223,58764,195.130.73.227,5555,16718,57615343,610,4346,293242,12372,57322101,1.185116,80.863234,29011,5671017
167.235.145.223,443,198.41.230.69,36032,5,361,1410,3,229,2,132,10.375828,0.225491,8124,4683
167.235.145.223,443,198.41.230.114,57264,4,295,1012,3,229,1,66,4.380463,0.225258,8132,2343
167.235.145.223,443,198.41.230.163,15632,4,295,2113,3,229,1,66,22.378168,0.227252,8061,2323
167.235.145.223,443,198.41.230.182,14942,5,361,2448,3,229,2,132,27.693485,0.225541,8122,4682
167.235.145.223,443,198.41.230.184,49294,4,295,1762,3,229,1,66,16.358565,0.217292,8431,2429
167.235.145.223,443,198.41.242.13,63460,4,295,2005,3,229,1,66,20.036348,0.013164,139167,40109
167.235.145.223,443,198.41.242.111,46608,4,295,821,3,229,1,66,2.011422,0.006297,290932,83849
167.235.145.223,443,198.41.242.171,60302,4,295,1665,3,229,1,66,14.010645,0.013205,138735,39984
167.235.145.223,443,198.41.242.207,38542,4,295,2378,3,229,1,66,26.044349,0.013577,134934,38889
172.68.50.72,26026,167.235.145.223,443,33,17235,3591,19,6615,14,10620,79.841382,1.99954,26466,42489
172.68.50.72,50004,167.235.145.223,443,377,231407,117,251,116350,126,115057,0.191181,54.827076,16977,16788
172.68.50.72,52742,167.235.145.223,443,654,407137,156,436,205108,218,202029,0.257135,82.840417,19807,19510
172.68.50.73,21754,167.235.145.223,443,651,405639,397,434,204682,217,200957,0.689772,82.062953,19953,19590
172.68.50.73,48618,167.235.145.223,443,651,405572,183,434,204299,217,201273,0.298511,81.754687,19991,19695
172.68.50.73,58358,167.235.145.223,443,284,173057,384,189,86653,95,86404,0.663201,42.430021,16338,16291
172.68.50.75,36920,167.235.145.223,443,250,2471263,2137,124,10384,126,2460879,22.773143,30.496069,2724,645559
172.68.50.82,25692,167.235.145.223,443,1785,2638632,2475,795,55260,990,2583372,28.350348,33.022916,13387,625837
172.68.50.83,25554,167.235.145.223,443,396,4976183,2477,188,14859,208,4961324,28.415887,30.62841,3881,1295875
172.68.50.84,51712,167.235.145.223,443,348,212980,2598,229,105425,119,107555,30.802092,51.572813,16353,16683
172.68.50.84,57406,167.235.145.223,443,595,368725,1,397,185189,198,183536,0.000403,82.45576,17967,17806
172.68.50.84,57408,167.235.145.223,443,591,368493,96,394,185922,197,182571,0.158395,81.822807,18178,17850
172.68.50.85,38910,167.235.145.223,443,597,373986,27,398,189637,199,184349,0.043823,82.87152,18306,17796
172.68.50.85,55782,167.235.145.223,443,594,371484,145,396,188052,198,183432,0.23282,82.154013,18312,17862
172.68.50.146,26624,167.235.145.223,443,6,427,2532,2,132,4,295,29.189876,29.762221,35,79
172.68.50.146,27686,167.235.145.223,443,815,1213347,10,360,24236,455,1189111,0.006901,59.026435,3284,161163
172.68.50.146,27688,167.235.145.223,443,6,427,2531,2,132,4,295,29.189138,29.851495,35,79
172.68.50.149,22148,167.235.145.223,443,7,493,1801,3,198,4,295,16.952189,29.612295,53,79
172.68.50.151,22558,167.235.145.223,443,1015,5218501,2863,415,31141,600,5187360,43.405776,34.070291,7312,1218037
172.68.50.164,60644,167.235.145.223,443,190,2041092,2799,82,6899,108,2034193,41.067919,30.312141,1820,536865
172.68.50.165,19316,167.235.145.223,443,247,4068339,2792,106,9387,141,4058952,40.976682,30.914205,2429,1050378
172.68.50.174,24694,167.235.145.223,443,7,493,2303,3,198,4,295,25.260148,29.69016,53,79
172.68.50.251,34716,167.235.145.223,443,214,2710017,1166,104,9118,110,2700899,6.177463,60.843591,1198,355126
172.68.50.252,34728,167.235.145.223,443,308,2336623,1535,117,10022,191,2326601,12.178514,65.944437,1215,282249
172.68.50.254,13986,167.235.145.223,443,210,2064306,1615,93,6871,117,2057435,13.530929,65.761563,835,250290
172.68.50.254,13988,167.235.145.223,443,389,4126998,1557,150,11830,239,4115168,12.57185,68.78489,1375,478613
172.68.51.18,43984,167.235.145.223,443,635,4880073,2818,297,23415,338,4856658,41.251023,12.353725,15163,3145064
172.68.51.21,50174,167.235.145.223,443,378,2436394,3043,171,12984,207,2423410,52.793184,30.259586,3432,640698
172.68.51.22,27724,167.235.145.223,443,502,12602184,2916,225,19728,277,12582456,46.767111,6.221343,25368,16179729
172.68.51.26,46580,167.235.145.223,443,417,8929393,50,186,17237,231,8912156,0.078134,66.345186,2078,1074640
172.68.51.27,53124,167.235.145.223,443,928,1846953,34,612,283883,316,1563070,0.049975,81.814655,27758,152840
172.68.51.28,20062,167.235.145.223,443,893,556300,46,595,280203,298,276097,0.071534,83.03333,26996,26601
172.68.51.28,56996,167.235.145.223,443,931,1846663,63,615,283603,316,1563060,0.0956,81.781251,27742,152901
172.68.51.38,34484,167.235.145.223,443,6,427,2290,2,132,4,295,25.014805,29.996806,35,78
172.68.51.40,34842,167.235.145.223,443,670,7262701,1161,282,21273,388,7241428,6.146085,60.802553,2798,952779
172.68.51.44,17770,167.235.145.223,443,7,493,870,3,198,4,295,2.33526,29.702533,53,79
172.68.51.44,17788,167.235.145.223,443,6,427,934,2,132,4,295,3.102241,28.287195,37,83
172.68.51.45,61854,167.235.145.223,443,212,7404223,1432,87,8348,125,7395875,10.786453,60.551083,1102,977141
172.68.51.47,16142,167.235.145.223,443,1352,6526322,3153,634,45141,718,6481181,57.831338,0.990617,364548,52340559
172.68.51.49,29284,167.235.145.223,443,695,430898,31,463,215761,232,215137,0.047881,83.049167,20783,20723
172.68.51.49,41592,167.235.145.223,443,696,427707,44,464,212786,232,214921,0.067966,81.897099,20785,20994
172.68.51.50,30046,167.235.145.223,443,696,429802,20,464,214882,232,214920,0.01936,82.622387,20806,20809
172.68.51.50,38324,167.235.145.223,443,693,427123,70,462,212968,231,214155,0.117151,81.740274,20843,20959
172.68.51.51,60412,167.235.145.223,443,6,427,1509,2,132,4,295,11.705141,29.538325,35,79
172.68.51.51,60422,167.235.145.223,443,6,427,1508,2,132,4,295,11.705141,29.538435,35,79
172.68.51.53,49442,167.235.145.223,443,6,427,1970,2,132,4,295,19.709563,29.697865,35,79
172.68.51.54,33398,167.235.145.223,443,7,493,1907,3,198,4,295,18.878506,28.134385,56,83
172.68.51.56,9814,167.235.145.223,443,509,2348296,3227,248,17752,261,2330544,61.310472,0.285833,496849,65228129
172.68.51.56,9822,167.235.145.223,443,445,2344216,3229,183,13606,262,2330610,61.394206,0.286453,379985,65088792
172.68.51.56,9832,167.235.145.223,443,486,2347036,3231,224,16426,262,2330610,61.487827,0.284704,461560,65488647
172.68.51.67,19296,167.235.145.223,443,47,1255036,1819,23,2252,24,1252784,17.194495,60.014923,300,166996
172.68.51.68,54956,167.235.145.223,443,179,1263840,1767,83,6304,96,1257536,16.434216,60.016452,840,167625
172.68.51.76,14304,167.235.145.223,443,907,1308696,2261,407,28265,500,1280431,24.51428,35.472034,6374,288775
172.68.51.76,14314,167.235.145.223,443,43,1233794,2082,19,2124,24,1231670,21.405112,60.016589,283,164177
172.68.51.82,64076,167.235.145.223,443,409,9136735,1530,191,17478,218,9119257,12.102026,41.929191,3334,1739934
172.68.51.83,42206,167.235.145.223,443,6,427,1910,2,132,4,295,18.892633,29.603993,35,79
172.68.51.83,62834,167.235.145.223,443,6,427,1943,2,132,4,295,19.403603,29.551955,35,79
172.68.51.86,59724,167.235.145.223,443,7,493,1640,3,198,4,295,13.738082,29.9367,52,78
172.68.51.87,31904,167.235.145.223,443,6,427,1898,2,132,4,295,18.636376,29.577089,35,79
172.68.51.88,23598,167.235.145.223,443,563,1138886,3190,239,17807,324,1121079,59.259474,0.780857,182435,11485626
172.68.51.88,23632,167.235.145.223,443,706,1143864,3207,311,22443,395,1121421,60.025377,0.992972,180814,9034865
172.68.51.93,45510,167.235.145.223,443,229,2387342,3360,113,9100,116,2378242,67.723943,0.144253,504668,131892827
172.68.51.94,46514,167.235.145.223,443,1082,3713407,3346,506,35559,576,3677848,67.291882,6.570557,43294,4477974
172.68.51.94,46518,167.235.145.223,443,1099,3714764,3349,517,36520,582,3678244,67.367659,8.196532,35644,3590049
172.68.51.97,18574,167.235.145.223,443,691,4905303,3281,325,23966,366,4881337,65.145066,1.155031,165993,33809218
172.68.51.97,18592,167.235.145.223,443,357,2455568,3305,158,11602,199,2443966,65.383267,0.239256,387935,81718861
172.68.51.101,55552,167.235.145.223,443,566,1794800,2603,251,18158,315,1776642,30.978917,30.486591,4764,466209
172.68.51.101,55628,167.235.145.223,443,612,1797628,2612,297,20986,315,1776642,31.253611,30.339797,5533,468465
172.68.51.102,19668,167.235.145.223,443,444,1786798,2610,170,12862,274,1773936,31.171804,30.302648,3395,468325
172.68.51.103,32612,167.235.145.223,443,260,2665697,1430,122,9603,138,2656094,10.764039,60.494463,1269,351251
172.68.51.108,49662,167.235.145.223,443,382,9165121,2736,178,16649,204,9148472,37.435395,42.154424,3159,1736182
172.68.51.112,48460,167.235.145.223,443,188,2497409,3622,87,8042,101,2489367,81.423281,1.313627,48975,15160266
172.68.51.118,59120,167.235.145.223,443,7,493,2561,3,198,4,295,29.544046,29.73098,53,79
172.68.51.125,38506,167.235.145.223,443,685,2324002,32,443,202723,242,2121279,0.048242,82.124892,19747,206639
172.68.51.125,58128,167.235.145.223,443,636,399540,69,424,203337,212,196203,0.111578,82.484523,19721,19029
172.68.51.126,20656,167.235.145.223,443,803,2331677,111,501,206072,302,2125605,0.177091,82.673613,19940,205686
172.68.51.126,65132,167.235.145.223,443,505,314300,1666,334,157742,171,156558,14.019577,68.641408,18384,18246
172.68.51.127,42146,167.235.145.223,443,640,2281677,1053,282,20016,358,2261661,4.973717,60.064663,2665,301230
172.68.51.128,56176,167.235.145.223,443,303,4494064,1046,149,12350,154,4481714,4.930287,60.242131,1640,595160
172.68.51.135,10308,167.235.145.223,443,400,8009368,3407,190,15912,210,7993456,70.86754,0.71942,176942,88887781
172.68.51.138,54816,167.235.145.223,443,6,427,2231,2,132,4,295,24.052631,29.829934,35,79
172.68.51.138,54820,167.235.145.223,443,6,427,2186,2,132,4,295,23.22466,29.808433,35,79
172.68.51.140,36288,167.235.145.223,443,193,2612217,3260,91,8306,102,2603911,63.419843,3.181995,20882,6546612
172.68.51.141,32342,167.235.145.223,443,780,482536,249,520,241597,260,240939,0.412585,82.576878,23405,23342
172.68.51.142,24274,167.235.145.223,443,780,481994,192,520,240964,260,241030,0.31053,82.412825,23390,23397
172.68.51.142,37008,167.235.145.223,443,782,484627,43,521,242706,261,241921,0.06399,83.035806,23383,23307
172.68.51.155,45364,167.235.145.223,443,363,1461796,2543,165,12275,198,1449521,29.249949,30.520579,3217,379945
172.68.51.156,15920,167.235.145.223,443,850,1494021,2505,399,27802,451,1466219,28.773929,30.523157,7286,384290
172.68.51.157,19532,167.235.145.223,443,396,246207,290,264,123769,132,122438,0.47221,82.305112,12030,11900
172.68.51.157,53918,167.235.145.223,443,396,244548,132,264,122203,132,122345,0.208964,81.54458,11988,12002
172.68.51.157,54102,167.235.145.223,443,396,245503,212,264,123439,132,122064,0.352011,82.299267,11999,11865
172.68.51.158,40104,167.235.145.223,443,396,244304,267,264,121861,132,122443,0.436428,82.377941,11834,11890
172.68.51.158,40120,167.235.145.223,443,393,243444,324,262,122012,131,121432,0.541863,80.927147,12061,12004
172.68.51.158,40124,167.235.145.223,443,393,241697,340,262,120335,131,121362,0.571945,81.138489,11864,11965
172.68.51.160,25710,167.235.145.223,443,365,8305402,2285,146,12952,219,8292450,24.949176,30.595584,3386,2168273
172.68.51.162,36664,167.235.145.223,443,390,2613188,3390,178,14048,212,2599140,69.436299,0.636005,176703,32693327
172.68.51.164,49216,167.235.145.223,443,569,4258334,2659,249,18831,320,4239503,33.981025,31.143528,4837,1089023
172.68.51.164,49228,167.235.145.223,443,1474,2235359,2660,668,46113,806,2189246,34.034014,31.730555,11626,551959
172.68.51.166,16430,167.235.145.223,443,641,2756185,2949,294,21568,347,2734617,47.250046,31.111997,5545,703167
172.68.51.168,19604,167.235.145.223,443,6,427,828,2,132,4,295,2.050628,29.924841,35,78
172.68.51.173,40700,167.235.145.223,443,638,391404,125,422,196056,216,195348,0.203122,81.541192,19235,19165
172.68.51.174,13486,167.235.145.223,443,646,396781,3,428,199123,218,197658,0.002201,82.335279,19347,19205
172.68.51.174,35760,167.235.145.223,443,640,393566,54,426,196411,214,197155,0.085087,82.148144,19127,19199
172.68.51.174,37394,167.235.145.223,443,641,392217,103,425,196423,216,195794,0.168059,81.870207,19193,19132
172.68.51.179,58118,167.235.145.223,443,176,2321765,2682,78,7350,98,2314415,34.789063,30.491463,1928,607229
172.68.51.184,43924,167.235.145.223,443,341,2478183,1030,161,12177,180,2466006,4.770771,60.62179,1606,325428
172.68.51.185,43946,167.235.145.223,443,6,427,1313,2,132,4,295,8.272818,29.959746,35,78
172.68.51.186,20606,167.235.145.223,443,357,2395789,2856,168,12730,189,2383059,43.303639,30.209211,3371,631081
172.68.51.186,26698,167.235.145.223,443,543,4774787,2842,237,17903,306,4756884,42.386619,31.037312,4614,1226107
172.68.51.186,49260,167.235.145.223,443,6,427,1108,2,132,4,295,5.328892,29.697742,35,79
172.68.51.187,46772,167.235.145.223,443,190,2901111,3425,84,7646,106,2893465,71.285088,0.501705,121920,46138109
172.68.51.191,34080,167.235.145.223,443,280,4588821,2154,127,10773,153,4578048,22.97349,30.678662,2809,1193806
172.68.51.192,23678,167.235.145.223,443,345,2310547,2148,152,11561,193,2298986,22.935695,60.062588,1539,306212
172.68.51.193,32452,167.235.145.223,443,928,4661364,3603,406,28882,522,4632482,80.488987,1.037636,222675,35715661
172.68.51.199,9886,167.235.145.223,443,306,2090815,3112,128,9832,178,2080983,55.307768,0.225295,349124,73893623
172.68.51.200,37808,167.235.145.223,443,986,2135953,3108,458,31870,528,2104083,55.252968,0.54727,465876,30757512
172.68.51.200,37968,167.235.145.223,443,1023,2138281,3114,486,33604,537,2104677,55.376044,0.557261,482416,30214596
172.68.51.202,41524,167.235.145.223,443,351,6523534,3517,174,14802,177,6508732,76.174043,0.983141,120446,52962755
172.68.51.207,43362,167.235.145.223,443,1493,4494237,2720,660,46093,833,4448144,36.943911,36.477174,10108,975545
172.68.51.207,43376,167.235.145.223,443,1495,4494469,2734,700,48833,795,4445636,37.368247,36.395221,10733,977191
